Applicant_ID,Gender,Age,Marital_Status,Housing_Type,Education_Level,Income_Type,Annual_Income,Employment_Duration,Family_Members,Existing_Loans,Credit_Inquiries,Past_Due_Records,Approval_Status
ACC-11554,Female,59,Single,Own House,Higher Education,Working,129900.0,13.2,2,0,2,0,1
ACC-11555,Female,42,Married,Rented Apartment,Incomplete Higher,Working,38700.0,4.4,4,4,3,0,0
ACC-11556,Male,24,Married,Own House,Secondary / Secondary Special,Working,49000.0,2.3,1,1,1,3,0
ACC-11557,Female,33,Married,Own House,Secondary / Secondary Special,Working,51600.0,6.8,4,0,1,0,1
ACC-11558,Male,65,Married,Own House,Secondary / Secondary Special,Working,18000.0,6.6,3,0,1,0,1
ACC-11559,Male,62,Single,Own House,Secondary / Secondary Special,Working,67000.0,8.9,3,0,4,0,0
ACC-11560,Female,40,Married,Rented Apartment,Incomplete Higher,Commercial Associate,59900.0,8.5,3,1,2,0,1
ACC-11561,Female,33,Single,Own House,Secondary / Secondary Special,Working,82800.0,5.6,2,1,3,0,0
ACC-11562,Male,37,Married,Rented Apartment,Higher Education,State Servant,110700.0,5.7,3,0,0,0,1
ACC-11563,Female,56,Single,Own House,Secondary / Secondary Special,State Servant,70100.0,5.8,2,0,2,0,1
ACC-11564,Male,53,Single,Own House,Secondary / Secondary Special,Working,70300.0,0.6,2,0,1,0,1
ACC-11565,Female,21,Married,Own House,Secondary / Secondary Special,State Servant,68600.0,1.0,2,1,0,0,1
ACC-11566,Male,35,Married,Own House,Higher Education,Working,74600.0,14.2,2,0,0,1,1
ACC-11567,Female,33,Single,Own House,Secondary / Secondary Special,Working,51500.0,6.5,2,0,2,1,0
ACC-11568,Male,37,Single,Rented Apartment,Secondary / Secondary Special,Commercial Associate,109100.0,16.9,2,3,1,0,1
ACC-11569,Female,44,Married,Own House,Higher Education,Working,106200.0,16.3,1,1,3,0,1
ACC-11570,Male,28,Married,Own House,Secondary / Secondary Special,Commercial Associate,84500.0,1.0,2,0,2,0,0
ACC-11571,Female,47,Civil Union,Own House,Secondary / Secondary Special,State Servant,78200.0,3.6,4,1,0,0,1
ACC-11572,Male,65,Single,Own House,Secondary / Secondary Special,Pensioner,43700.0,41.3,2,0,2,1,1
ACC-11573,Male,43,Married,Own House,Secondary / Secondary Special,Commercial Associate,84100.0,14.7,3,1,0,0,1
ACC-11574,Female,28,Married,Own House,Incomplete Higher,Commercial Associate,93100.0,6.8,1,1,1,0,1
ACC-11575,Female,28,Married,Own House,Secondary / Secondary Special,Working,19400.0,7.2,2,1,1,0,1
ACC-11576,Female,46,Single,Own House,Secondary / Secondary Special,Working,84900.0,11.9,1,1,3,0,1
ACC-11577,Male,33,Married,Rented Apartment,Secondary / Secondary Special,Commercial Associate,98400.0,1.1,1,0,1,0,1
ACC-11578,Male,59,Separated,With Parents,Higher Education,Working,72800.0,7.7,2,1,2,0,1
ACC-11579,Female,57,Married,Own House,Secondary / Secondary Special,Working,92400.0,2.9,2,0,2,0,1
ACC-11580,Female,48,Married,Own House,Higher Education,Working,41200.0,5.7,1,0,1,2,0
ACC-11581,Female,45,Married,Municipal Housing,Secondary / Secondary Special,Commercial Associate,87800.0,10.6,2,3,1,0,1
ACC-11582,Male,36,Civil Union,Own House,Secondary / Secondary Special,Working,65900.0,2.3,4,1,2,1,0
ACC-11583,Female,22,Single,Own House,Higher Education,Commercial Associate,98200.0,0.8,1,3,0,1,0
ACC-11584,Male,38,Married,Own House,Secondary / Secondary Special,Working,65400.0,8.3,1,0,3,0,1
ACC-11585,Female,37,Single,Own House,Higher Education,Working,102800.0,6.1,3,1,2,0,1
ACC-11586,Male,50,Single,Own House,Secondary / Secondary Special,Working,25300.0,14.3,1,0,0,0,1
ACC-11587,Female,59,Married,Municipal Housing,Higher Education,Working,112000.0,17.0,5,1,5,0,1
ACC-11588,Female,33,Married,Rented Apartment,Secondary / Secondary Special,State Servant,56000.0,8.6,2,0,0,0,1
ACC-11589,Male,52,Married,Rented Apartment,Higher Education,Working,112300.0,30.0,2,0,3,0,1
ACC-11590,Male,49,Married,Rented Apartment,Secondary / Secondary Special,Working,79200.0,3.6,2,0,0,0,1
ACC-11591,Male,50,Civil Union,Own House,Secondary / Secondary Special,Commercial Associate,70500.0,3.4,2,1,2,1,0
ACC-11592,Female,38,Married,Own House,Secondary / Secondary Special,Working,63300.0,15.4,1,0,1,3,0
ACC-11593,Female,33,Separated,With Parents,Secondary / Secondary Special,Working,64500.0,6.8,4,2,2,0,1
ACC-11594,Male,63,Married,Municipal Housing,Secondary / Secondary Special,Working,100300.0,33.1,2,0,0,0,1
ACC-11595,Male,41,Single,Own House,Secondary / Secondary Special,Pensioner,19900.0,4.9,1,0,0,1,0
ACC-11596,Female,50,Married,With Parents,Secondary / Secondary Special,Commercial Associate,70400.0,25.0,2,0,0,0,1
ACC-11597,Female,41,Married,Own House,Higher Education,Working,55200.0,19.4,1,4,3,0,1
ACC-11598,Female,37,Married,Own House,Higher Education,Working,92700.0,11.0,1,0,0,0,1
ACC-11599,Male,60,Married,Own House,Higher Education,Working,76300.0,4.7,2,0,2,2,0
ACC-11600,Female,39,Single,Own House,Secondary / Secondary Special,Working,54000.0,17.1,2,2,2,0,1
ACC-11601,Female,35,Married,Own House,Secondary / Secondary Special,Commercial Associate,112700.0,12.0,2,0,3,0,1
ACC-11602,Female,29,Single,Own House,Secondary / Secondary Special,State Servant,46900.0,6.9,1,1,0,0,1
ACC-11603,Female,30,Married,Own House,Higher Education,Working,86500.0,0.8,2,0,3,1,0
ACC-11604,Female,64,Married,Own House,Secondary / Secondary Special,State Servant,54900.0,35.3,1,1,0,2,1
ACC-11605,Female,51,Married,Own House,Secondary / Secondary Special,Working,56300.0,4.7,2,0,2,0,1
ACC-11606,Female,43,Civil Union,Municipal Housing,Higher Education,Working,151000.0,5.5,2,1,2,2,1
ACC-11607,Male,50,Single,Own House,Secondary / Secondary Special,Working,26800.0,17.5,3,2,0,0,1
ACC-11608,Female,53,Married,Own House,Higher Education,Working,104200.0,9.1,4,2,0,0,1
ACC-11609,Female,29,Married,Own House,Higher Education,Pensioner,123400.0,6.1,4,1,1,2,1
ACC-11610,Male,21,Married,Own House,Secondary / Secondary Special,Working,88700.0,0.8,5,3,1,0,0
ACC-11611,Male,64,Separated,Rented Apartment,Secondary / Secondary Special,Working,66000.0,5.2,5,0,3,0,0
ACC-11612,Female,55,Single,Own House,Secondary / Secondary Special,Pensioner,19200.0,23.1,3,0,1,0,1
ACC-11613,Female,31,Married,Rented Apartment,Higher Education,State Servant,118700.0,10.2,5,1,4,1,0
ACC-11614,Female,54,Single,Own House,Secondary / Secondary Special,Commercial Associate,100600.0,5.9,4,1,1,1,1
ACC-11615,Male,36,Married,Own House,Higher Education,Pensioner,36300.0,9.8,3,0,4,1,0
ACC-11616,Male,29,Separated,Own House,Secondary / Secondary Special,Working,58000.0,3.4,1,1,2,0,1
ACC-11617,Male,52,Married,Own House,Secondary / Secondary Special,State Servant,38500.0,15.0,1,0,2,1,1
ACC-11618,Male,35,Single,Own House,Secondary / Secondary Special,Commercial Associate,18000.0,4.7,3,1,0,0,1
ACC-11619,Male,32,Married,Own House,Higher Education,State Servant,63000.0,4.6,2,2,1,0,1
ACC-11620,Female,53,Single,Own House,Secondary / Secondary Special,State Servant,67300.0,1.4,3,1,0,1,1
ACC-11621,Female,65,Single,Own House,Higher Education,Working,102800.0,44.2,2,0,0,0,1
ACC-11622,Male,34,Single,Municipal Housing,Secondary / Secondary Special,State Servant,57900.0,8.9,2,1,1,0,1
ACC-11623,Male,28,Single,Own House,Secondary / Secondary Special,Working,95200.0,4.3,3,1,2,0,1
ACC-11624,Female,28,Civil Union,Own House,Higher Education,Working,112600.0,3.4,4,0,0,0,1
ACC-11625,Male,47,Married,Own House,Higher Education,Working,87200.0,14.8,1,1,1,0,1
ACC-11626,Female,32,Married,Own House,Secondary / Secondary Special,Pensioner,39400.0,4.9,4,3,1,0,1
ACC-11627,Female,21,Married,Own House,Secondary / Secondary Special,Working,73400.0,0.7,3,0,0,0,1
ACC-11628,Female,63,Separated,With Parents,Higher Education,Commercial Associate,104600.0,20.2,2,0,1,0,1
ACC-11629,Female,60,Married,Municipal Housing,Secondary / Secondary Special,Working,33600.0,11.4,2,0,2,1,0
ACC-11630,Male,62,Single,Own House,Secondary / Secondary Special,Pensioner,38500.0,8.0,1,1,0,0,1
ACC-11631,Female,31,Single,Own House,Higher Education,Working,104600.0,6.3,1,3,2,0,1
ACC-11632,Male,59,Married,Own House,Secondary / Secondary Special,State Servant,93900.0,32.9,2,1,1,0,1
ACC-11633,Male,63,Married,Own House,Secondary / Secondary Special,State Servant,86100.0,7.0,1,0,3,1,0
ACC-11634,Male,51,Married,Own House,Secondary / Secondary Special,Working,72400.0,1.5,1,1,0,0,1
ACC-11635,Female,37,Married,Own House,Higher Education,Working,122100.0,4.6,3,1,3,0,1
ACC-11636,Female,53,Married,Own House,Higher Education,Commercial Associate,114300.0,32.3,2,1,0,2,1
ACC-11637,Female,52,Married,Rented Apartment,Secondary / Secondary Special,Pensioner,43100.0,26.6,2,0,1,0,1
ACC-11638,Male,49,Civil Union,Own House,Secondary / Secondary Special,Commercial Associate,112500.0,17.5,1,1,0,2,1
ACC-11639,Male,41,Separated,Own House,Secondary / Secondary Special,Working,80800.0,19.5,3,1,3,0,1
ACC-11640,Female,41,Married,Rented Apartment,Higher Education,State Servant,118600.0,9.6,4,0,2,0,1
ACC-11641,Male,60,Married,Own House,Secondary / Secondary Special,Working,38900.0,39.3,2,1,0,0,1
ACC-11642,Female,43,Married,With Parents,Incomplete Higher,Commercial Associate,61100.0,7.2,4,4,0,0,1
ACC-11643,Male,26,Single,Own House,Secondary / Secondary Special,State Servant,47000.0,1.8,3,0,0,2,0
ACC-11644,Female,42,Single,Rented Apartment,Academic Degree,Working,114000.0,14.2,3,3,0,3,0
ACC-11645,Male,58,Married,Rented Apartment,Secondary / Secondary Special,State Servant,105100.0,14.7,3,0,1,3,0
ACC-11646,Female,57,Married,Own House,Higher Education,Commercial Associate,79900.0,23.4,1,1,2,1,1
ACC-11647,Male,65,Single,Rented Apartment,Secondary / Secondary Special,State Servant,84900.0,14.1,2,0,4,1,0
ACC-11648,Male,28,Single,Own House,Secondary / Secondary Special,Working,38500.0,5.1,1,0,4,0,0
ACC-11649,Male,61,Married,With Parents,Higher Education,Working,136600.0,11.7,1,1,2,1,1
ACC-11650,Female,55,Single,Own House,Higher Education,State Servant,54900.0,2.3,1,1,0,0,1
ACC-11651,Female,31,Married,Own House,Secondary / Secondary Special,Working,81300.0,10.1,4,2,1,0,1
ACC-11652,Female,44,Married,Own House,Higher Education,Working,109400.0,21.3,1,1,1,0,1
ACC-11653,Female,41,Single,Municipal Housing,Secondary / Secondary Special,Pensioner,58600.0,20.4,5,1,1,1,1
ACC-11654,Female,22,Single,Own House,Higher Education,Working,70700.0,1.6,2,3,1,0,1
ACC-11655,Male,60,Married,Municipal Housing,Secondary / Secondary Special,Pensioner,21800.0,27.5,1,1,4,1,1
ACC-11656,Male,39,Separated,With Parents,Secondary / Secondary Special,Working,93000.0,10.8,2,0,3,0,1
ACC-11657,Female,59,Married,Own House,Secondary / Secondary Special,Working,88100.0,5.3,1,0,0,0,1
ACC-11658,Female,48,Single,Rented Apartment,Secondary / Secondary Special,Commercial Associate,102800.0,5.7,5,0,0,3,0
ACC-11659,Female,37,Married,Municipal Housing,Higher Education,Commercial Associate,130400.0,5.3,3,1,3,0,1
ACC-11660,Male,26,Civil Union,Own House,Secondary / Secondary Special,Commercial Associate,46200.0,5.4,1,0,2,2,0
ACC-11661,Female,39,Civil Union,Own House,Secondary / Secondary Special,Commercial Associate,45500.0,3.7,4,0,0,0,1
ACC-11662,Male,58,Married,Own House,Secondary / Secondary Special,State Servant,50200.0,35.1,3,0,2,0,1
ACC-11663,Female,48,Civil Union,Own House,Higher Education,Working,79400.0,14.9,1,1,2,1,1
ACC-11664,Male,22,Single,Own House,Secondary / Secondary Special,Working,52100.0,1.6,3,0,1,0,0
ACC-11665,Male,58,Single,Own House,Secondary / Secondary Special,Working,71100.0,4.6,2,0,0,0,1
ACC-11666,Female,57,Married,Own House,Incomplete Higher,Commercial Associate,104500.0,10.3,1,1,3,0,1
ACC-11667,Male,24,Single,Own House,Secondary / Secondary Special,Working,58500.0,3.9,3,2,2,0,1
ACC-11668,Female,42,Single,Own House,Higher Education,Working,72100.0,6.2,1,0,0,0,1
ACC-11669,Male,46,Married,With Parents,Higher Education,Working,107900.0,8.1,2,1,2,0,1
ACC-11670,Female,63,Separated,Rented Apartment,Secondary / Secondary Special,Working,58800.0,8.9,1,0,2,2,0
ACC-11671,Male,56,Married,Own House,Incomplete Higher,Working,67400.0,5.1,5,3,3,0,0
ACC-11672,Male,33,Married,Rented Apartment,Higher Education,Commercial Associate,97700.0,3.4,3,0,0,0,1
ACC-11673,Male,52,Married,Rented Apartment,Secondary / Secondary Special,Working,72500.0,20.7,1,4,5,2,0
ACC-11674,Male,37,Married,Municipal Housing,Secondary / Secondary Special,State Servant,42700.0,8.0,2,4,0,2,0
ACC-11675,Female,61,Single,Own House,Higher Education,Commercial Associate,121000.0,22.9,1,2,1,0,1
ACC-11676,Female,56,Married,Own House,Secondary / Secondary Special,Working,64300.0,4.8,3,0,2,0,1
ACC-11677,Female,39,Separated,With Parents,Higher Education,Commercial Associate,88200.0,15.3,1,1,1,0,1
ACC-11678,Female,55,Married,With Parents,Secondary / Secondary Special,Working,76700.0,27.6,3,0,1,0,1
ACC-11679,Male,60,Married,Rented Apartment,Secondary / Secondary Special,State Servant,48200.0,1.4,4,2,3,0,0
ACC-11680,Female,48,Married,Rented Apartment,Secondary / Secondary Special,Pensioner,29100.0,11.0,3,2,1,1,0
ACC-11681,Male,21,Married,Own House,Secondary / Secondary Special,Commercial Associate,53600.0,0.5,1,4,1,0,0
ACC-11682,Male,62,Civil Union,Own House,Secondary / Secondary Special,Commercial Associate,42500.0,33.4,2,1,0,0,1
ACC-11683,Male,38,Single,Own House,Higher Education,Working,101800.0,13.4,2,1,0,0,1
ACC-11684,Female,60,Single,Own House,Higher Education,Working,115600.0,36.1,2,1,0,0,1
ACC-11685,Male,53,Married,Rented Apartment,Higher Education,State Servant,80100.0,8.2,3,0,4,0,1
ACC-11686,Male,32,Married,Own House,Higher Education,Working,72400.0,5.7,2,1,2,1,0
ACC-11687,Female,28,Married,Own House,Higher Education,Working,50100.0,1.9,2,1,4,0,0
ACC-11688,Male,44,Married,With Parents,Secondary / Secondary Special,Working,18000.0,9.2,4,3,0,0,1
ACC-11689,Male,36,Married,Own House,Higher Education,Commercial Associate,121000.0,8.6,1,1,2,0,1
ACC-11690,Female,24,Single,Municipal Housing,Secondary / Secondary Special,Working,21600.0,0.7,2,2,0,0,0
ACC-11691,Female,58,Married,Municipal Housing,Incomplete Higher,Pensioner,19800.0,27.3,3,2,2,0,1
ACC-11692,Female,64,Single,Own House,Higher Education,Working,96200.0,24.1,1,1,1,0,1
ACC-11693,Female,47,Married,Own House,Secondary / Secondary Special,Working,67000.0,22.5,3,0,0,0,1
ACC-11694,Female,29,Married,Own House,Secondary / Secondary Special,Commercial Associate,87100.0,2.8,3,1,1,2,0
ACC-11695,Female,36,Single,Own House,Secondary / Secondary Special,Working,65200.0,14.5,3,1,0,0,1
ACC-11696,Female,32,Married,Own House,Secondary / Secondary Special,Commercial Associate,72100.0,12.0,1,0,2,0,1
ACC-11697,Female,51,Civil Union,Own House,Secondary / Secondary Special,Working,40000.0,28.5,1,0,2,0,1
ACC-11698,Male,44,Single,Municipal Housing,Secondary / Secondary Special,Working,51000.0,18.8,2,4,2,0,1
ACC-11699,Female,34,Married,Own House,Secondary / Secondary Special,Working,58600.0,11.5,1,0,6,0,0
ACC-11700,Male,65,Separated,Rented Apartment,Incomplete Higher,Pensioner,18000.0,26.0,5,1,1,0,1
ACC-11701,Female,45,Married,Own House,Higher Education,Commercial Associate,87700.0,5.2,3,2,1,0,1
ACC-11702,Female,54,Married,Own House,Higher Education,State Servant,81800.0,23.2,2,1,2,0,1
ACC-11703,Female,23,Single,With Parents,Higher Education,Working,74800.0,2.3,4,1,1,0,0
ACC-11704,Female,44,Married,Own House,Secondary / Secondary Special,Commercial Associate,72500.0,23.7,3,1,0,0,1
ACC-11705,Female,62,Single,Own House,Secondary / Secondary Special,Working,79700.0,23.0,2,1,3,0,1
ACC-11706,Male,29,Single,Rented Apartment,Higher Education,Pensioner,87400.0,2.8,2,0,0,1,1
ACC-11707,Female,46,Separated,Rented Apartment,Incomplete Higher,Commercial Associate,113200.0,17.9,1,3,0,0,1
ACC-11708,Male,40,Married,Rented Apartment,Secondary / Secondary Special,Commercial Associate,46800.0,19.6,5,1,0,0,1
ACC-11709,Male,60,Married,Own House,Higher Education,Working,80700.0,7.5,2,1,0,1,1
ACC-11710,Female,30,Single,Own House,Incomplete Higher,Commercial Associate,107000.0,3.6,4,1,0,0,1
ACC-11711,Female,39,Married,Municipal Housing,Higher Education,Working,51600.0,10.5,2,0,0,0,1
ACC-11712,Male,23,Married,With Parents,Incomplete Higher,Pensioner,19100.0,0.9,4,3,1,0,0
ACC-11713,Female,44,Married,Own House,Secondary / Secondary Special,Working,51500.0,1.0,1,2,0,0,0
ACC-11714,Female,25,Married,Rented Apartment,Incomplete Higher,Working,110000.0,2.0,5,0,0,1,0
ACC-11715,Male,23,Married,Own House,Higher Education,Working,68600.0,2.7,4,4,2,0,0
ACC-11716,Female,47,Single,Own House,Secondary / Secondary Special,Working,88800.0,1.7,2,1,0,0,1
ACC-11717,Male,36,Single,Own House,Higher Education,Working,89400.0,7.1,3,1,0,0,1
ACC-11718,Male,35,Married,Own House,Secondary / Secondary Special,State Servant,39800.0,11.6,3,1,1,0,1
ACC-11719,Female,55,Married,Own House,Secondary / Secondary Special,Commercial Associate,141600.0,33.4,4,0,0,0,1
ACC-11720,Female,32,Married,Own House,Secondary / Secondary Special,State Servant,69300.0,11.8,2,1,0,0,1
ACC-11721,Female,61,Civil Union,Own House,Secondary / Secondary Special,State Servant,73300.0,17.6,2,0,1,0,1
ACC-11722,Female,64,Married,Rented Apartment,Secondary / Secondary Special,Working,76800.0,41.8,4,1,2,0,1
ACC-11723,Female,46,Single,Rented Apartment,Higher Education,Commercial Associate,115100.0,1.4,3,1,1,0,1
ACC-11724,Male,54,Married,Own House,Secondary / Secondary Special,Working,112300.0,25.5,2,2,4,3,0
ACC-11725,Female,43,Single,With Parents,Secondary / Secondary Special,Pensioner,84300.0,15.0,3,1,1,2,0
ACC-11726,Female,51,Married,Own House,Secondary / Secondary Special,Working,44500.0,8.1,1,0,1,4,0
ACC-11727,Male,40,Single,Own House,Secondary / Secondary Special,Working,109400.0,10.4,3,2,0,0,1
ACC-11728,Male,32,Married,Rented Apartment,Higher Education,Working,74600.0,2.0,1,1,2,0,0
ACC-11729,Male,43,Single,Own House,Higher Education,Working,97100.0,20.1,2,1,0,0,1
ACC-11730,Female,24,Married,Own House,Incomplete Higher,Working,33100.0,1.8,2,0,1,0,1
ACC-11731,Male,43,Single,Own House,Higher Education,Working,112800.0,14.6,2,2,1,0,1
ACC-11732,Female,21,Civil Union,With Parents,Secondary / Secondary Special,State Servant,58200.0,0.6,2,3,2,0,0
ACC-11733,Female,45,Married,Own House,Incomplete Higher,State Servant,39700.0,5.6,2,2,3,0,0
ACC-11734,Female,22,Civil Union,With Parents,Higher Education,Working,116100.0,2.0,2,3,4,0,0
ACC-11735,Male,50,Single,Own House,Secondary / Secondary Special,Working,96600.0,22.7,1,0,0,0,1
ACC-11736,Female,23,Married,Rented Apartment,Higher Education,State Servant,122300.0,2.9,3,2,0,0,1
ACC-11737,Female,41,Married,Rented Apartment,Incomplete Higher,Working,31500.0,6.6,2,1,2,0,1
ACC-11738,Female,45,Married,Rented Apartment,Higher Education,State Servant,124600.0,4.5,2,0,1,0,1
ACC-11739,Female,40,Single,Own House,Secondary / Secondary Special,Working,58400.0,10.3,2,1,1,0,1
ACC-11740,Male,42,Single,Own House,Higher Education,Commercial Associate,150100.0,11.1,4,1,2,1,1
ACC-11741,Male,41,Married,Rented Apartment,Secondary / Secondary Special,Commercial Associate,93700.0,4.1,3,0,1,0,1
ACC-11742,Male,53,Married,Own House,Secondary / Secondary Special,Commercial Associate,85500.0,24.3,1,0,5,1,1
ACC-11743,Female,58,Single,Own House,Secondary / Secondary Special,State Servant,65200.0,14.1,3,0,1,0,1
ACC-11744,Female,35,Civil Union,Own House,Secondary / Secondary Special,Working,64700.0,3.2,5,0,1,0,1
ACC-11745,Female,35,Married,With Parents,Secondary / Secondary Special,Working,50100.0,5.3,2,0,1,0,0
ACC-11746,Female,45,Separated,Own House,Secondary / Secondary Special,Commercial Associate,56500.0,14.3,5,0,2,3,0
ACC-11747,Female,41,Married,Own House,Higher Education,State Servant,82000.0,15.4,2,0,1,0,1
ACC-11748,Male,44,Married,Own House,Higher Education,Working,116200.0,11.8,2,3,1,0,1
ACC-11749,Female,25,Single,Own House,Academic Degree,State Servant,79300.0,2.9,2,2,5,0,0
ACC-11750,Female,26,Married,Rented Apartment,Secondary / Secondary Special,Working,94500.0,1.3,3,0,1,0,1
ACC-11751,Female,63,Married,Own House,Secondary / Secondary Special,Working,68200.0,39.4,1,3,1,0,1
ACC-11752,Female,64,Married,Own House,Incomplete Higher,Commercial Associate,97200.0,40.9,1,1,2,0,1
